Timestamp, Message, Committer, Added, Removed, File
"1495409163", "Trailing whitespace CheckStyle", "Gilles", 2,2,src/main/java/org/apache/commons/math4/ode/events/package-info.java
"1495409163", "Trailing whitespace CheckStyle", "Gilles", 1,1,src/main/java/org/apache/commons/math4/optim/linear/SimplexTableau.java
"1495409163", "Trailing whitespace CheckStyle", "Gilles", 1,1,src/main/java/org/apache/commons/math4/stat/regression/AbstractMultipleLinearRegression.java
"1495407374", "MATH1416 Deleted code ported to Commons Numbers module commonsnumberscombinatorics", "Gilles", 0,415,src/main/java/org/apache/commons/math4/util/Combinations.java
"1495407374", "MATH1416 Deleted code ported to Commons Numbers module commonsnumberscombinatorics", "Gilles", 5,431,src/main/java/org/apache/commons/math4/util/CombinatoricsUtils.java
"1495407374", "MATH1416 Deleted code ported to Commons Numbers module commonsnumberscombinatorics", "Gilles", 0,200,src/test/java/org/apache/commons/math4/util/CombinationsTest.java
"1495407374", "MATH1416 Deleted code ported to Commons Numbers module commonsnumberscombinatorics", "Gilles", 2,281,src/test/java/org/apache/commons/math4/util/CombinatoricsUtilsTest.java
"1495407374", "MATH1416 Deleted code ported to Commons Numbers module commonsnumberscombinatorics", "Gilles", 0,111,src/test/java/org/apache/commons/math4/util/FactorialLogTest.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 4,3,src/main/java/org/apache/commons/math4/analysis/differentiation/DSCompiler.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 5,3,src/main/java/org/apache/commons/math4/analysis/interpolation/HermiteInterpolator.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 2,2,src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialsUtils.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 4,3,src/main/java/org/apache/commons/math4/distribution/PascalDistribution.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 2,2,src/main/java/org/apache/commons/math4/stat/inference/KolmogorovSmirnovTest.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 2,2,src/test/java/org/apache/commons/math4/analysis/differentiation/DSCompilerTest.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 3,3,src/test/java/org/apache/commons/math4/analysis/differentiation/DerivativeStructureTest.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 2,2,src/test/java/org/apache/commons/math4/analysis/polynomials/PolynomialsUtilsTest.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 4,4,src/test/java/org/apache/commons/math4/linear/InverseHilbertMatrix.java
"1495407241", "MATH1416 Replaced usage of combinatorics code with equivalent calls to Commons Numbers", "Gilles", 2,2,src/test/java/org/apache/commons/math4/stat/inference/KolmogorovSmirnovTestTest.java
"1495407115", "MATH1416 Depend on Commons Numbers", "Gilles", 6,0,pom.xml
"1495335189", "MATH1416 Deleted ContinuedFractionCode is now part of Commons Numbers in module commonsnumbersfraction", "Gilles", 0,180,src/main/java/org/apache/commons/math4/util/ContinuedFraction.java
"1495335189", "MATH1416 Deleted ContinuedFractionCode is now part of Commons Numbers in module commonsnumbersfraction", "Gilles", 0,46,src/test/java/org/apache/commons/math4/util/ContinuedFractionTest.java
"1494803747", "MATH1416 Delete functionality now in Commons Numbers", "Gilles", 0,243,src/main/java/org/apache/commons/math4/special/Erf.java
"1494803747", "MATH1416 Delete functionality now in Commons Numbers", "Gilles", 0,261,src/test/java/org/apache/commons/math4/special/ErfTest.java
"1494803709", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 4,3,src/main/java/org/apache/commons/math4/distribution/LevyDistribution.java
"1494803709", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 4,3,src/main/java/org/apache/commons/math4/distribution/LogNormalDistribution.java
"1494803709", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 6,4,src/main/java/org/apache/commons/math4/distribution/NormalDistribution.java
"1494797485", "MATH1416 Delete functionality now in Commons Numbers", "Gilles", 0,484,src/main/java/org/apache/commons/math4/special/Beta.java
"1494797485", "MATH1416 Delete functionality now in Commons Numbers", "Gilles", 0,746,src/main/java/org/apache/commons/math4/special/Gamma.java
"1494797485", "MATH1416 Delete functionality now in Commons Numbers", "Gilles", 0,979,src/test/java/org/apache/commons/math4/special/BetaTest.java
"1494797485", "MATH1416 Delete functionality now in Commons Numbers", "Gilles", 0,998,src/test/java/org/apache/commons/math4/special/GammaTest.java
"1494797339", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 2,2,src/main/java/org/apache/commons/math4/distribution/BetaDistribution.java
"1494797339", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 3,3,src/main/java/org/apache/commons/math4/distribution/BinomialDistribution.java
"1494797339", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 4,3,src/main/java/org/apache/commons/math4/distribution/FDistribution.java
"1494797339", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 3,3,src/main/java/org/apache/commons/math4/distribution/PascalDistribution.java
"1494797339", "MATH1416 Depend on Commons Numbers module commonsnumbersgamma", "Gilles", 4,5,src/main/java/org/apache/commons/math4/distribution/TDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 6,0,pom.xml
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 2,2,src/main/java/org/apache/commons/math4/distribution/BetaDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 13,13,src/main/java/org/apache/commons/math4/distribution/GammaDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 6,5,src/main/java/org/apache/commons/math4/distribution/NakagamiDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 5,5,src/main/java/org/apache/commons/math4/distribution/PoissonDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 2,2,src/main/java/org/apache/commons/math4/distribution/SaddlePointExpansion.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 3,3,src/main/java/org/apache/commons/math4/distribution/TDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 3,3,src/main/java/org/apache/commons/math4/distribution/WeibullDistribution.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 3,2,src/main/java/org/apache/commons/math4/special/BesselJ.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 19,17,src/main/java/org/apache/commons/math4/special/Beta.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 7,7,src/main/java/org/apache/commons/math4/special/Erf.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 4,4,src/main/java/org/apache/commons/math4/util/CombinatoricsUtils.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 2,2,src/test/java/org/apache/commons/math4/analysis/integration/gauss/LaguerreTest.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 3,3,src/test/java/org/apache/commons/math4/distribution/GammaDistributionTest.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 5,5,src/test/java/org/apache/commons/math4/distribution/WeibullDistributionTest.java
"1494703284", "MATH1416 Depend on Commons Numbers module commonsnumbersgammaTransitional state until issue NUMBERS39 is done", "Gilles", 3,3,src/test/java/org/apache/commons/math4/util/FactorialLogTest.java
